2024-10-14 14:19:17,246 - INFO - Actual frame rate is 250.14
2024-10-14 14:19:17,247 - INFO - The newest .bin file found: MAX86176_1014_141911.bin
2024-10-14 14:19:17,256 - INFO - Read 8192 bytes, processing 8192 bytes (including leftover).
2024-10-14 14:19:17,256 - INFO - Start time is\uff1a2024-10-14 14:19:11.237
2024-10-14 14:19:17,260 - INFO - Processed up to byte index 8040, leftover data length: 26
2024-10-14 14:19:17,371 - INFO - Read 4096 bytes, processing 4122 bytes (including leftover).
2024-10-14 14:19:17,373 - INFO - Processed up to byte index 4120, leftover data length: 2
2024-10-14 14:19:18,132 - INFO - Read 4096 bytes, processing 4098 bytes (including leftover).
2024-10-14 14:19:18,134 - INFO - Processed up to byte index 4080, leftover data length: 18
2024-10-14 14:19:18,895 - INFO - Read 4096 bytes, processing 4114 bytes (including leftover).
2024-10-14 14:19:18,897 - INFO - Processed up to byte index 4080, leftover data length: 34
2024-10-14 14:19:19,658 - INFO - Read 4096 bytes, processing 4130 bytes (including leftover).
2024-10-14 14:19:19,660 - INFO - Processed up to byte index 4120, leftover data length: 10
2024-10-14 14:19:20,420 - INFO - Read 4096 bytes, processing 4106 bytes (including leftover).
2024-10-14 14:19:20,422 - INFO - Processed up to byte index 4100, leftover data length: 6
2024-10-14 14:19:21,293 - INFO - Read 4096 bytes, processing 4102 bytes (including leftover).
2024-10-14 14:19:21,296 - INFO - Processed up to byte index 4080, leftover data length: 22
2024-10-14 14:19:22,052 - INFO - Read 4096 bytes, processing 4118 bytes (including leftover).
2024-10-14 14:19:22,055 - INFO - Processed up to byte index 4080, leftover data length: 38
2024-10-14 14:19:22,806 - INFO - Read 4096 bytes, processing 4134 bytes (including leftover).
2024-10-14 14:19:22,808 - INFO - Processed up to byte index 4120, leftover data length: 14
2024-10-14 14:19:23,564 - INFO - Read 4096 bytes, processing 4110 bytes (including leftover).
2024-10-14 14:19:23,566 - INFO - Processed up to byte index 4080, leftover data length: 30
2024-10-14 14:19:24,434 - INFO - Read 4096 bytes, processing 4126 bytes (including leftover).
2024-10-14 14:19:24,436 - INFO - Processed up to byte index 4120, leftover data length: 6
2024-10-14 14:19:25,197 - INFO - Read 4096 bytes, processing 4102 bytes (including leftover).
