2024-10-14 14:14:34,759 - INFO - Actual frame rate is 250.14
2024-10-14 14:14:34,760 - INFO - The newest .bin file found: MAX86176_1014_141424.bin
2024-10-14 14:14:34,765 - INFO - Read 32768 bytes, processing 32768 bytes (including leftover).
2024-10-14 14:14:34,765 - INFO - Start time is\uff1a2024-10-14 14:14:24.550
2024-10-14 14:14:34,779 - INFO - Processed up to byte index 32620, leftover data length: 22
2024-10-14 14:14:35,230 - INFO - Read 4096 bytes, processing 4118 bytes (including leftover).
2024-10-14 14:14:35,232 - INFO - Processed up to byte index 4100, leftover data length: 18
2024-10-14 14:14:36,009 - INFO - Read 4096 bytes, processing 4114 bytes (including leftover).
2024-10-14 14:14:36,011 - INFO - Processed up to byte index 4080, leftover data length: 34
2024-10-14 14:14:36,769 - INFO - Read 4096 bytes, processing 4130 bytes (including leftover).
2024-10-14 14:14:36,771 - INFO - Processed up to byte index 4120, leftover data length: 10
2024-10-14 14:14:37,642 - INFO - Read 4096 bytes, processing 4106 bytes (including leftover).
2024-10-14 14:14:37,645 - INFO - Processed up to byte index 4080, leftover data length: 26
2024-10-14 14:14:38,405 - INFO - Read 4096 bytes, processing 4122 bytes (including leftover).
2024-10-14 14:14:38,407 - INFO - Processed up to byte index 4120, leftover data length: 2
2024-10-14 14:14:39,171 - INFO - Read 4096 bytes, processing 4098 bytes (including leftover).
2024-10-14 14:14:39,172 - INFO - Processed up to byte index 4080, leftover data length: 18
2024-10-14 14:14:39,939 - INFO - Read 4096 bytes, processing 4114 bytes (including leftover).
2024-10-14 14:14:39,941 - INFO - Processed up to byte index 4080, leftover data length: 34
2024-10-14 14:14:40,701 - INFO - Read 4096 bytes, processing 4130 bytes (including leftover).
2024-10-14 14:14:40,703 - INFO - Processed up to byte index 4120, leftover data length: 10
2024-10-14 14:14:41,575 - INFO - Read 4096 bytes, processing 4106 bytes (including leftover).
2024-10-14 14:14:41,577 - INFO - Processed up to byte index 4080, leftover data length: 26
2024-10-14 14:14:42,340 - INFO - Read 4096 bytes, processing 4122 bytes (including leftover).
2024-10-14 14:14:42,342 - INFO - Processed up to byte index 4100, leftover data length: 22
