Timestamp[Day.Month.Year Hour:Minute:Second:Milisecond],sampleNum,tagLEDC1_PD1,tagLEDC2_PD1,tagLEDC3_PD1,LED1_PPG1,LED2_PPG1,LED3_PPG1,ACC_X[mg],ACC_Y[mg],ACC_Z[mg]
05.10.2024 20:27:24:436,292,0,1,2,56321,92507,63176,-70,-229,969
05.10.2024 20:27:24:440,293,0,1,2,56316,92505,63172,-66,-228,963
05.10.2024 20:27:24:444,294,0,1,2,56306,92506,63175,-71,-224,966
05.10.2024 20:27:24:448,295,0,1,2,56303,92502,63171,-73,-229,973
05.10.2024 20:27:24:452,296,0,1,2,56298,92497,63169,-73,-228,973
05.10.2024 20:27:24:456,297,0,1,2,56286,92493,63165,-67,-232,965
05.10.2024 20:27:24:459,298,0,1,2,56281,92493,63167,-67,-232,965
05.10.2024 20:27:24:463,299,0,1,2,56273,92487,63167,-65,-228,974
05.10.2024 20:27:24:467,300,0,1,2,56269,92488,63163,-69,-231,972
05.10.2024 20:27:24:471,301,0,1,2,56268,92487,63166,-63,-230,972
05.10.2024 20:27:24:475,302,0,1,2,56262,92482,63161,-73,-231,968
05.10.2024 20:27:24:479,303,0,1,2,56264,92480,63159,-66,-229,963
05.10.2024 20:27:24:483,304,0,1,2,56262,92479,63159,-65,-228,967
05.10.2024 20:27:24:487,305,0,1,2,56254,92478,63159,-78,-233,968
05.10.2024 20:27:24:491,306,0,1,2,56249,92478,63158,-68,-226,972
05.10.2024 20:27:24:495,307,0,1,2,56245,92470,63161,-70,-233,969
05.10.2024 20:27:24:498,308,0,1,2,56245,92469,63158,-64,-234,968
05.10.2024 20:27:24:502,309,0,1,2,56246,92473,63155,-65,-233,972
05.10.2024 20:27:24:506,310,0,1,2,56247,92473,63157,-63,-231,967
05.10.2024 20:27:24:510,311,0,1,2,56244,92470,63154,-68,-233,969
05.10.2024 20:27:24:514,312,0,1,2,56247,92465,63154,-63,-229,966
05.10.2024 20:27:24:518,313,0,1,2,56240,92473,63155,-64,-235,968
05.10.2024 20:27:24:522,314,0,1,2,56247,92471,63154,-69,-232,968
05.10.2024 20:27:24:526,315,0,1,2,56245,92470,63156,-70,-233,976
05.10.2024 20:27:24:530,316,0,1,2,56242,92470,63160,-67,-229,971
05.10.2024 20:27:24:534,317,0,1,2,56249,92465,63154,-71,-235,965
05.10.2024 20:27:24:538,318,0,1,2,56252,92468,63153,-66,-232,962
05.10.2024 20:27:24:541,319,0,1,2,56251,92469,63148,-67,-231,970
05.10.2024 20:27:24:545,320,0,1,2,56250,92462,63155,-66,-232,968
05.10.2024 20:27:24:549,321,0,1,2,56252,92466,63152,-67,-233,972
05.10.2024 20:27:24:553,322,0,1,2,56252,92462,63150,-67,-231,968
05.10.2024 20:27:24:557,323,0,1,2,56251,92463,63149,-67,-231,968
05.10.2024 20:27:24:561,324,0,1,2,56256,92458,63150,-73,-234,967
05.10.2024 20:27:24:565,325,0,1,2,56252,92458,63145,-69,-236,969
05.10.2024 20:27:24:569,326,0,1,2,56257,92459,63147,-68,-236,969
05.10.2024 20:27:24:573,327,0,1,2,56256,92463,63149,-65,-234,965
05.10.2024 20:27:24:577,328,0,1,2,56256,92458,63147,-63,-231,968
05.10.2024 20:27:24:580,329,0,1,2,56262,92462,63147,-61,-229,969
05.10.2024 20:27:24:584,330,0,1,2,56257,92464,63151,-71,-234,964
