Timestamp[Day.Month.Year Hour:Minute:Second:Milisecond],sampleNum,tagLEDC1_PD1,tagLEDC2_PD1,tagLEDC3_PD1,LED1_PPG1,LED2_PPG1,LED3_PPG1,ACC_X[mg],ACC_Y[mg],ACC_Z[mg]
05.10.2024 20:30:07:308,165,0,1,2,60834,99487,63924,-106,-418,706
05.10.2024 20:30:07:311,166,0,1,2,60843,99466,63914,-154,-358,694
05.10.2024 20:30:07:315,167,0,1,2,60840,99448,63907,-171,-333,732
05.10.2024 20:30:07:319,168,0,1,2,60838,99428,63891,-162,-395,788
05.10.2024 20:30:07:323,169,0,1,2,60843,99401,63881,-100,-530,831
05.10.2024 20:30:07:327,170,0,1,2,60839,99379,63861,-78,-593,854
05.10.2024 20:30:07:331,171,0,1,2,60830,99362,63851,-59,-629,904
05.10.2024 20:30:07:335,172,0,1,2,60836,99352,63843,-49,-625,910
05.10.2024 20:30:07:339,173,0,1,2,60831,99346,63839,-57,-590,913
05.10.2024 20:30:07:343,174,0,1,2,60812,99330,63828,-69,-585,918
05.10.2024 20:30:07:347,175,0,1,2,60806,99316,63820,-62,-608,946
05.10.2024 20:30:07:350,176,0,1,2,60798,99309,63809,-53,-623,942
05.10.2024 20:30:07:354,177,0,1,2,60783,99303,63806,-40,-639,943
05.10.2024 20:30:07:358,178,0,1,2,60789,99300,63803,-37,-626,934
05.10.2024 20:30:07:362,179,0,1,2,60771,99298,63805,-35,-602,930
05.10.2024 20:30:07:366,180,0,1,2,60760,99307,63820,-36,-540,922
05.10.2024 20:30:07:370,181,0,1,2,60753,99312,63819,-39,-506,911
05.10.2024 20:30:07:374,182,0,1,2,60742,99319,63829,-50,-460,882
05.10.2024 20:30:07:378,183,0,1,2,60737,99329,63837,-61,-422,846
05.10.2024 20:30:07:382,184,0,1,2,60726,99325,63837,-65,-421,833
05.10.2024 20:30:07:386,185,0,1,2,60724,99323,63842,-72,-426,815
05.10.2024 20:30:07:389,186,0,1,2,60724,99319,63839,-76,-425,808
05.10.2024 20:30:07:393,187,0,1,2,60713,99313,63838,-87,-438,804
05.10.2024 20:30:07:397,188,0,1,2,60717,99305,63836,-82,-449,806
05.10.2024 20:30:07:401,189,0,1,2,60709,99291,63828,-81,-457,804
05.10.2024 20:30:07:405,190,0,1,2,60705,99279,63830,-76,-465,819
05.10.2024 20:30:07:409,191,0,1,2,60699,99270,63820,-69,-480,822
05.10.2024 20:30:07:413,192,0,1,2,60695,99256,63813,-72,-478,839
05.10.2024 20:30:07:417,193,0,1,2,60695,99246,63807,-69,-484,845
05.10.2024 20:30:07:421,194,0,1,2,60693,99229,63798,-68,-488,859
05.10.2024 20:30:07:425,195,0,1,2,60687,99210,63786,-67,-493,865
05.10.2024 20:30:07:429,196,0,1,2,60684,99192,63772,-61,-502,868
