Timestamp[Day.Month.Year Hour:Minute:Second:Milisecond],sampleNum,tagLEDC1_PD1,tagLEDC2_PD1,tagLEDC3_PD1,LED1_PPG1,LED2_PPG1,LED3_PPG1,ACC_X[mg],ACC_Y[mg],ACC_Z[mg]
05.10.2024 13:24:45:153,289,2,0,1,122045,88120,130348,15,-681,740
05.10.2024 13:24:45:156,290,2,0,1,122041,88125,130346,6,-679,736
05.10.2024 13:24:45:160,291,2,0,1,122038,88137,130344,9,-674,741
05.10.2024 13:24:45:164,292,2,0,1,122046,88134,130348,9,-682,736
05.10.2024 13:24:45:168,293,2,0,1,122041,88143,130345,8,-680,738
05.10.2024 13:24:45:172,294,2,0,1,122040,88144,130351,9,-680,737
05.10.2024 13:24:45:176,295,2,0,1,122035,88145,130342,14,-682,738
05.10.2024 13:24:45:180,296,2,0,1,122037,88151,130342,8,-686,734
05.10.2024 13:24:45:184,297,2,0,1,122040,88141,130341,9,-683,735
05.10.2024 13:24:45:188,298,2,0,1,122039,88148,130346,13,-683,734
05.10.2024 13:24:45:192,299,2,0,1,122035,88157,130345,12,-678,738
05.10.2024 13:24:45:195,300,2,0,1,122037,88153,130348,14,-676,741
05.10.2024 13:24:45:199,301,2,0,1,122038,88168,130342,11,-678,737
05.10.2024 13:24:45:203,302,2,0,1,122039,88173,130338,14,-681,739
05.10.2024 13:24:45:207,303,2,0,1,122033,88169,130341,11,-679,736
05.10.2024 13:24:45:211,304,2,0,1,122032,88172,130349,12,-680,743
05.10.2024 13:24:45:215,305,2,0,1,122037,88174,130347,10,-679,741
05.10.2024 13:24:45:219,306,2,0,1,122032,88177,130346,13,-680,743
05.10.2024 13:24:45:223,307,2,0,1,122034,88181,130345,13,-680,739
05.10.2024 13:24:45:227,308,2,0,1,122033,88184,130341,10,-673,735
05.10.2024 13:24:45:231,309,2,0,1,122033,88194,130344,16,-674,736
05.10.2024 13:24:45:234,310,2,0,1,122035,88188,130349,12,-672,736
05.10.2024 13:24:45:238,311,2,0,1,122029,88204,130345,8,-674,738
05.10.2024 13:24:45:242,312,2,0,1,122036,88198,130340,9,-674,738
05.10.2024 13:24:45:246,313,2,0,1,122032,88205,130349,11,-678,733
05.10.2024 13:24:45:250,314,2,0,1,122032,88208,130346,10,-683,737
